PROPERTYSQFT,PRICE
2184.207862,1149999
1500.0,2025000
1950.0,2695000
2184.207862,192500
550.0,395000
2184.207862,1200000
800.0,699000
2184.207862,649000
1484.0,689000
2184.207862,1895000
2184.207862,668000
1525.0,2550000
5925.0,5500000
3536.0,1680000
684.0,799000
2200.0,680000
1000.0,1650000
3000.0,6750000
2940.0,580000
2266.0,700000
1410.0,550000
1344.0,315000
1117.0,1695000
2184.207862,385000
3024.0,2000000
750.0,249999
2184.207862,749000
1396.0,220000
2184.207862,270000
2184.207862,998000
4125.0,1150000
2288.0,799999
2184.207862,395000
1188.0,2800000
2184.207862,329888
780.0,311000
804.0,649000
800.0,159000
1890.0,1148000
1480.0,669000
750.0,305000
2184.207862,599000
1960.0,1375000
906.0,339000
975.0,849500
1200.0,379000
967.0,699000
2184.207862,565000
2184.207862,750000
3234.0,1250000
1262.0,999000
2184.207862,1350000
1376.0,669900
2184.207862,399000
2000.0,779000
2184.207862,1200000
2184.207862,895000
2184.207862,369000
750.0,299000
2184.207862,1780000
3244.0,988000
810.0,279000
2184.207862,285000
1311.0,988000
800.0,735000
2184.207862,2950000
2184.207862,899000
2184.207862,850000
2184.207862,670000
2550.0,968000
1200.0,320000
900.0,228888
2184.207862,199888
2184.207862,5995000
2840.0,1430000
2184.207862,1350888
1100.0,699000
1296.0,699000
1800.0,2000000
1500.0,538888
2982.0,2450000
1040.0,574999
2184.207862,275000
2688.0,1499888
275.0,270000
1832.0,675000
750.0,149000
863.0,299999
2184.207862,595000
1200.0,536000
2184.207862,288000
10000.0,19499999
3400.0,6995000
2050.0,799000
3704.0,4000000
625.0,165000
1048.0,1475000
721.0,595000
6201.0,3500000
4875.0,1090000
4500.0,2499000
2218.0,699999
1672.0,899000
1152.0,549000
2400.0,3700000
1870.0,768000
2476.0,949000
2184.207862,980000
4428.0,849000
2184.207862,269000
2184.207862,150000
2184.207862,770000
630.0,750000
1728.0,638000
2184.207862,199000
801.0,239000
4065.0,6999500
2184.207862,693000
2184.207862,1150000
2184.207862,549000
2184.207862,889000
2000.0,1075000
5000.0,6995000
2184.207862,155000
800.0,349000
2184.207862,825000
789.0,215000
2700.0,1099000
1979.0,2900000
789.0,215000
2184.207862,825000
800.0,349000
1504.0,555000
2184.207862,697777
8500.0,14995000
1152.0,850000
2774.0,1175000
2184.207862,545000
879.0,749000
6000.0,13000000
1677.0,549999
920.0,365000
845.0,695000
2184.207862,848000
1779.0,699000
1250.0,1075000
1600.0,998000
2184.207862,540000
550.0,165000
517.0,779000
1041.0,1399999
2184.207862,569000
1536.0,285000
4650.0,6295000
4908.0,11500000
750.0,199999
490.0,569000
975.0,345000
2184.207862,1448000
831.0,183000
3075.0,1995000
2105.0,2250000
1632.0,650000
2184.207862,14000000
3388.0,785000
6353.0,2599999
3000.0,1850000
661.0,435000
2184.207862,1899000
2340.0,875000
2184.207862,1479000
2025.0,2250000
922.0,799000
5227.0,12000000
1000.0,205000
1664.0,897000
2184.207862,1195000
2184.207862,1100000
3000.0,1999000
5250.0,1215000
2110.0,1250000
17860.0,9000000
1350.0,575000
11110.0,19995000
2184.207862,399000
4100.0,12995000
2388.0,1245000
1190.0,798000
1790.0,475000
616.0,399000
1344.0,780000
776.0,450000
2184.207862,889000
6060.0,6900000
1888.0,765000
1492.0,399000
2184.207862,585000
2184.207862,585000
2184.207862,1450000
2160.0,1388888
2184.207862,779000
2184.207862,395000
1492.0,948000
720.0,550000
1020.0,549999
2184.207862,950000
4043.0,2295000
2200.0,799000
850.0,290900
1054.0,474900
2184.207862,365000
2184.207862,199000
2789.0,7995000
506.0,480000
2184.207862,1450000
2184.207862,695000
2400.0,1249000
1200.0,635000
2100.0,1759000
2184.207862,499000
2184.207862,999000
8068.0,17995000
3317.0,2175000
2184.207862,639000
2184.207862,999000
2184.207862,1099000
638.0,318000
2184.207862,475000
2034.0,875000
2000.0,739900
2184.207862,409000
969.0,275000
2184.207862,989000
5000.0,1750000
2184.207862,285000
7825.0,12495000
1200.0,695000
4400.0,3450000
925.0,435000
922.0,220000
2071.0,1988800
2184.207862,3300000
792.0,135000
1200.0,468000
4375.0,5999999
748.0,318000
705.0,649000
1496.0,1875000
1584.0,1350000
3000.0,3345000
2184.207862,899000
1816.0,799000
2162.0,5000000
1657.0,464998
1757.0,5250000
1200.0,1995000
1004.0,504000
2184.207862,1295000
1200.0,1995000
1657.0,464998
1757.0,5250000
864.0,699000
2745.0,949000
1464.0,1488000
1584.0,800000
660.0,319999
1301.0,999000
950.0,475000
2184.207862,399000
1088.0,479900
1568.0,615000
1700.0,1150000
2184.207862,225000
2184.207862,284888
869.0,585000
936.0,720000
1468.0,659000
900.0,249000
1650.0,1495000
980.0,295000
1619.0,699000
2184.207862,738000
2184.207862,400000
750.0,289000
1076.0,187000
4952.0,3500000
4000.0,4995000
2184.207862,3400000
2184.207862,155000
1500.0,689000
2940.0,2150000
2184.207862,675000
2052.0,889000
800.0,260000
2584.0,4200000
908.0,749000
1360.0,639000
2184.207862,799000
1245.0,700000
600.0,297000
725.0,455000
2190.0,6500000
4560.0,1299000
3550.0,1279000
1200.0,799000
1150.0,475000
2184.207862,209000
2200.0,1325000
625.0,259000
1960.0,899000
2184.207862,1325000
1100.0,345000
2184.207862,1088000
2191.0,669000
2520.0,1388000
2637.0,1475000
2184.207862,1088000
2184.207862,1375000
2037.0,1099000
2184.207862,25000000
2184.207862,900000
1350.0,599000
2184.207862,1295000
550.0,479900
2560.0,4200000
300.0,188000
550.0,479900
2184.207862,1295000
1976.0,739999
1204.0,475000
3432.0,2250000
1050.0,875000
1786.0,499000
2184.207862,749000
3500.0,4400000
1383.0,855000
1300.0,525000
1021.0,715000
2184.207862,7950000
1424.0,550000
6300.0,17500000
2184.207862,1528000
2184.207862,1287777
2184.207862,330000
2184.207862,375000
2184.207862,875000
2184.207862,750000
2184.207862,1350000
2184.207862,27000000
755.0,599000
2184.207862,1200000
2184.207862,1200000
2013.0,749000
2565.0,1900000
1360.0,590000
1494.0,1395000
2184.207862,3595000
5103.0,1300000
1452.0,868000
2400.0,1248000
2400.0,1449000
2184.207862,338000
1158.0,270000
2500.0,765000
2451.0,988000
2184.207862,339000
3219.0,1099000
1541.0,1181000
2184.207862,219000
1080.0,588000
2042.0,805000
1309.0,929000
908.0,670000
1152.0,649000
1000.0,439900
2184.207862,2850000
2184.207862,358000
2184.207862,299000
2184.207862,1389000
640.0,459999
2600.0,1999000
2560.0,2395000
1810.0,1180000
1200.0,650000
1100.0,589000
882.0,515000
1530.0,750000
901.0,1499999
2572.0,1525000
2184.207862,1395000
2487.0,900000
1874.0,1099999
750.0,498888
2184.207862,199000
2600.0,1495000
2184.207862,869000
450.0,239000
2080.0,1299000
2700.0,2350000
2716.0,1788000
2184.207862,325000
525.0,299900
1215.0,439999
1224.0,899000
3800.0,4950000
2400.0,1895000
2184.207862,759000
1250.0,699000
2880.0,1590000
753.0,234900
2184.207862,675000
2000.0,1500000
21000.0,2300000
2905.0,1075000
2208.0,1325000
1000.0,525000
2184.207862,385000
2184.207862,199000
2184.207862,670000
2184.207862,975000
2184.207862,799000
600.0,305000
2184.207862,299999
2652.0,1980000
2184.207862,1299000
2184.207862,140000
2184.207862,279000
1562.0,1995000
2184.207862,329000
943.0,750000
2184.207862,999990
2184.207862,430000
1180.0,349000
1052.0,599000
6270.0,4295000
800.0,175000
3570.0,999000
2184.207862,1335000
1365.0,849999
750.0,136999
1320.0,699000
2184.207862,329000
750.0,825000
2184.207862,685000
2200.0,4100000
5094.0,8850000
2184.207862,189000
5500.0,8999999
787.0,408000
830.0,559000
2920.0,949000
1000.0,379000
630.0,815000
1200.0,599000
975.0,280000
2184.207862,3999500
5712.0,875000
2184.207862,310000
2504.0,1299900
1420.0,2225000
1229.0,1530000
1224.0,594900
2184.207862,1080000
2184.207862,1425000
3682.0,1399888
16000.0,36000000
2184.207862,575000
2184.207862,850000
2184.207862,1288000
1074.0,309000
2184.207862,999000
2690.0,2700000
2184.207862,399000
1890.0,554900
561.0,399000
904.0,675000
2184.207862,225000
2184.207862,999999
400.0,164999
3844.0,13000000
2184.207862,235000
5508.0,29000000
983.0,715000
2184.207862,565000
2184.207862,1650000
1100.0,1200000
3181.0,3975000
2184.207862,1049000
1680.0,949900
2184.207862,1199000
2184.207862,765000
2184.207862,1049000
1680.0,949900
2184.207862,1199000
1296.0,849000
2184.207862,999000
2184.207862,1280000
2840.0,1999000
700.0,560000
8360.0,26995000
3252.0,1450000
2424.0,1599000
650.0,255000
2184.207862,995000
55300.0,5827000
2184.207862,995000
55300.0,5827000
2184.207862,569000
2184.207862,7195000
2184.207862,398000
3200.0,3200000
2337.0,799999
2184.207862,758888
2184.207862,619999
1000.0,198000
560.0,485000
2184.207862,859000
2184.207862,359000
2184.207862,725000
2184.207862,575000
2500.0,1288000
1808.0,589000
2184.207862,239000
5200.0,2050000
250.0,259000
2184.207862,900000
550.0,219000
1773.0,1795000
2184.207862,2290000
13000.0,10850000
1519.0,699000
2184.207862,998000
2184.207862,1100000
2184.207862,2198888
1300.0,425000
2782.0,2750000
790.0,279999
2184.207862,715000
1574.0,980000
2184.207862,949000
2350.0,1600000
2184.207862,640000
2184.207862,1299999
740.0,250000
2184.207862,1188000
2800.0,1350000
1498.0,725000
850.0,309000
2184.207862,914999
2184.207862,600000
3225.0,1750000
1401.0,950000
2184.207862,850000
2522.0,5000000
1870.0,1050000
1950.0,1390000
2184.207862,400000
2184.207862,750000
2926.0,9995000
1200.0,529000
1440.0,1328888
1159.0,478888
850.0,1350000
2184.207862,2250000
1440.0,728000
2184.207862,239900
5000.0,3399000
1892.0,2750000
1600.0,2095000
550.0,199900
2184.207862,2500000
2776.0,1399999
2800.0,2300000
2184.207862,735000
1000.0,399990
2646.0,850000
625.0,215000
550.0,199900
720.0,130000
3310.0,16995000
2184.207862,1195000
2184.207862,679000
1200.0,299998
942.0,690000
854.0,185000
2184.207862,859000
1480.0,928888
955.0,780000
1360.0,1190000
2184.207862,1400000
1100.0,599000
1180.0,639999
2184.207862,799000
3228.0,14950000
1600.0,749000
3100.0,2999999
2184.207862,599000
2184.207862,2700000
3412.0,3995000
2750.0,2235000
1400.0,620000
2184.207862,1695000
1865.0,1999999
1850.0,1150000
822.0,339000
2184.207862,1390000
1836.0,938000
5400.0,919000
1150.0,425000
8300.0,19995000
2184.207862,1249000
1000.0,799000
750.0,475000
3340.0,3800000
1200.0,325000
1200.0,1200000
3050.0,6975000
2184.207862,1150000
3424.0,2400000
2700.0,3500000
2184.207862,769000
2968.0,2975000
2184.207862,1860000
7188.0,4000000
1257.0,1250000
750.0,220000
4143.0,1179987
3733.0,949000
2184.207862,920000
1312.0,699000
2300.0,4000000
1456.0,649000
1070.0,1175000
800.0,995000
1375.0,1595000
2184.207862,435000
1456.0,649000
800.0,995000
2082.0,1338000
1146.0,499000
2184.207862,2280000
2184.207862,660000
800.0,349000
8790.0,14750000
900.0,160000
3550.0,12500000
462.0,370000
715.0,600000
1000.0,1950000
1800.0,2000000
2184.207862,1250828
1800.0,1149000
950.0,329999
1100.0,390000
2184.207862,400000
700.0,239000
2184.207862,1188888
4856.0,18500000
2184.207862,567000
4297.0,8900000
2184.207862,189000
2184.207862,985000
1120.0,839000
2184.207862,995000
1625.0,1439000
900.0,379000
2184.207862,3195000
1625.0,1439000
1800.0,1245000
2184.207862,1995000
1600.0,365000
1025.0,950000
2184.207862,4195000
658.0,209000
1992.0,1390000
3920.0,8250000
850.0,429000
2184.207862,950000
2835.0,699000
724.0,450000
1500.0,1190000
2184.207862,2995000
2184.207862,349980
693.0,339000
1257.0,649000
2600.0,4695000
2184.207862,189999
2184.207862,189999
2835.0,699000
2184.207862,349980
1613.0,399888
2393.0,1199900
2472.0,1395000
2184.207862,2759000
2135.0,2995000
2184.207862,399000
4230.0,16995000
1060.0,650000
3510.0,2599000
2625.0,1195000
1188.0,1288000
1447.0,2099000
1920.0,1275000
2184.207862,1999999
4230.0,16995000
7327.0,10750000
2184.207862,650000
3475.0,4800000
3812.0,1279900
3780.0,1680000
850.0,299000
2184.207862,845000
2184.207862,415000
1213.0,449000
1287.0,1250000
2184.207862,4395000
2184.207862,315000
900.0,499000
1700.0,699000
1268.0,625000
2184.207862,749000
1600.0,949000
2184.207862,1495000
3972.0,2395000
1268.0,625000
3328.0,1250000
2184.207862,749000
2184.207862,3165000
2184.207862,205000
2184.207862,1198000
3454.0,2199000
3000.0,5495000
2184.207862,625000
1890.0,1449999
2184.207862,1399000
322.0,525000
5500.0,12000000
1700.0,1299000
2184.207862,269000
2184.207862,450000
2194.0,899999
1077.0,925000
600.0,279000
2184.207862,1795000
2184.207862,1250000
622.0,560000
1260.0,999000
2186.0,1188000
950.0,948888
832.0,735000
2184.207862,1399000
2184.207862,3600000
5000.0,1850000
2184.207862,789000
2184.207862,569000
1135.0,1700000
4155.0,12995000
613.0,295000
650.0,625000
391.0,399000
2357.0,5700000
2184.207862,618000
694.0,149999
550.0,650000
2184.207862,1990000
2184.207862,550000
2184.207862,279000
1090.0,399000
4125.0,2495000
2184.207862,3695000
394.0,299000
864.0,239500
850.0,235000
2184.207862,680000
1280.0,629000
2300.0,1039000
3760.0,2200000
600.0,380000
2184.207862,599000
1280.0,530000
2184.207862,598000
1632.0,1449000
2184.207862,459000
2184.207862,825000
2184.207862,745000
2184.207862,440000
2855.0,7750000
2184.207862,399900
791.0,990000
2184.207862,399900
2184.207862,1150000
791.0,990000
1100.0,2300000
2160.0,4999000
738.0,350000
3640.0,1900000
3184.0,2498000
2184.207862,3500000
2128.0,995000
435.0,193999
713.0,245000
4781.0,8495000
2938.0,12500000
2184.207862,849000
2184.207862,500000
1929.0,1895000
600.0,189900
2184.207862,5500000
4372.0,10850000
1980.0,999000
1708.0,2195000
2000.0,1260000
2184.207862,675000
600.0,225000
650.0,229000
2500.0,1275000
4014.0,5495000
2184.207862,850000
2184.207862,450000
2184.207862,950000
1648.0,730000
2184.207862,830000
2184.207862,829000
2184.207862,555000
2184.207862,888000
2600.0,1149000
2112.0,648000
825.0,499000
1249.0,450000
2184.207862,3900000
1108.0,558000
2184.207862,1695000
2184.207862,725000
2184.207862,940000
821.0,539000
859.0,99000
1111.0,895000
1300.0,995000
2400.0,2550000
1000.0,345000
2240.0,879000
2184.207862,945000
3096.0,939999
1200.0,500000
2184.207862,475000
2184.207862,1288000
12460.0,3099000
1500.0,1238000
2184.207862,1450000
800.0,370000
574.0,595000
2350.0,2799000
520.0,289000
2184.207862,595000
1080.0,669000
2184.207862,1288000
6815.0,13995000
2184.207862,2095000
1050.0,585000
1538.0,699000
850.0,340000
4193.0,15500000
550.0,199999
4230.0,2495000
1043.0,799000
2088.0,888888
1536.0,1690000
2270.0,8950000
3600.0,1449000
1160.0,1295000
800.0,599000
960.0,628000
1312.0,593000
2184.207862,634900
960.0,499900
509.0,540000
2184.207862,1950000
2184.207862,379000
800.0,299000
2230.0,850000
2184.207862,199999
1892.0,899000
4500.0,1299000
2184.207862,699000
750.0,579000
1008.0,585000
2184.207862,579000
2184.207862,499000
1137.0,350000
2072.0,1250000
2184.207862,899000
3150.0,1979000
780.0,599000
2188.0,779000
2184.207862,25000000
1137.0,350000
2184.207862,899000
2184.207862,1195000
1838.0,1995000
769.0,564900
2184.207862,1250000
2184.207862,15000000
2283.0,1399000
3160.0,1250000
2184.207862,335000
2000.0,685000
666.0,279999
2184.207862,418000
2184.207862,1780000
741.0,520000
1248.0,599900
2680.0,885000
650.0,258000
1124.0,700000
2184.207862,25750000
2184.207862,999000
2744.0,898000
720.0,500000
1926.0,695000
2184.207862,215000
2184.207862,759000
1185.0,375000
18936.0,2700000
1902.0,2100000
730.0,389888
900.0,285000
2184.207862,2795000
1299.0,674999
5608.0,12995000
1260.0,759000
1030.0,995000
2184.207862,229000
800.0,239000
2184.207862,315000
2192.0,1100000
2184.207862,225000
1484.0,868000
2184.207862,1380000
1800.0,1100000
2184.207862,865000
1230.0,1895000
1800.0,749000
1600.0,775000
1650.0,2395000
4000.0,2300000
900.0,700000
1600.0,775000
1800.0,749000
494.0,450000
2184.207862,865000
2184.207862,280000
1800.0,1100000
1230.0,1895000
2446.0,3890000
2184.207862,560000
2184.207862,198000
1092.0,1099000
800.0,779000
1850.0,1880000
1100.0,509000
845.0,499000
2184.207862,204888
3300.0,1499000
3050.0,1295000
6000.0,7500000
519.0,395000
1490.0,760000
1552.0,988000
753.0,528000
2184.207862,949000
840.0,420000
2184.207862,1380000
1494.0,1750000
850.0,268000
2184.207862,849000
2184.207862,1095000
2615.0,4295000
2184.207862,720000
3500.0,1900000
1056.0,729999
2184.207862,425000
1080.0,848000
430.0,213000
1725.0,795000
2184.207862,749000
2184.207862,1350000
1500.0,649000
900.0,439000
2184.207862,1699000
986.0,2375000
2184.207862,349999
2184.207862,425000
2272.0,1650000
2184.207862,1225000
2184.207862,699000
984.0,1150000
2184.207862,2399000
3252.0,989000
875.0,318888
1549.0,799000
950.0,489000
900.0,398000
1088.0,1190000
2184.207862,795000
2184.207862,750000
1750.0,899999
2184.207862,795000
2184.207862,750000
1750.0,899999
1597.0,1325000
846.0,595000
27152.0,10700000
726.0,330000
1763.0,2998000
2184.207862,425000
1000.0,345000
1187.0,999000
2184.207862,450000
750.0,135000
857.0,261250
1450.0,728000
1100.0,199000
3735.0,3200000
1300.0,1950000
900.0,600000
3735.0,3200000
739.0,569000
2184.207862,749000
3850.0,2488000
1026.0,1138000
2240.0,1359000
5500.0,3720000
2184.207862,974998
600.0,300000
2184.207862,729000
2184.207862,750000
1120.0,599000
5336.0,11950000
1100.0,825000
2184.207862,800000
2184.207862,289000
4100.0,4750000
2184.207862,899999
1152.0,868000
1637.0,3995000
1240.0,1500000
2184.207862,625000
2184.207862,749000
1705.0,520000
1400.0,749900
2310.0,799000
1993.0,959000
2980.0,888000
988.0,725000
2184.207862,1065000
8200.0,19995000
890.0,744000
2780.0,675000
3052.0,4595000
2184.207862,475000
800.0,189000
2184.207862,998888
2780.0,675000
5400.0,4500000
7500.0,32000000
3059.0,3250000
2100.0,769000
1296.0,648998
2418.0,1699900
2184.207862,3250000
650.0,395250
972.0,539000
2184.207862,1348000
1855.0,1450000
2184.207862,465000
1639.0,6500000
800.0,297000
518.0,244900
5150.0,2480000
2184.207862,230000
825.0,780000
2184.207862,4875000
2184.207862,539999
1193.0,750000
2321.0,2249000
700.0,270000
2184.207862,399000
2184.207862,1950000
2184.207862,240000
900.0,628000
2184.207862,399000
2184.207862,687000
2000.0,588000
2184.207862,825000
2184.207862,240000
835.0,285000
915.0,595000
1697.0,899000
4900.0,2995000
2184.207862,1180000
1816.0,799900
2184.207862,130000
2184.207862,849999
850.0,185000
2184.207862,1275000
3400.0,2798000
950.0,359000
2184.207862,435000
1296.0,988000
2184.207862,800000
2184.207862,400000
3520.0,965000
2412.0,1389000
1185.0,525000
2184.207862,849999
1213.0,289000
2184.207862,10000000
2184.207862,279000
2184.207862,15995000
2184.207862,1850000
5088.0,2599000
800.0,250000
2000.0,2250000
2184.207862,1800000
1100.0,350000
1452.0,1649000
1028.0,1395000
2184.207862,1370000
2184.207862,360000
2184.207862,1050000
1308.0,2200000
1218.0,650000
2184.207862,345000
6060.0,7850000
4120.0,4999000
3100.0,4900000
2184.207862,299000
2152.0,1578000
2184.207862,715000
2184.207862,600000
1090.0,850000
1288.0,1949000
3773.0,1599999
1110.0,640000
3510.0,799900
3690.0,1599000
650.0,695000
1976.0,740000
764.0,329000
2340.0,750000
1746.0,1450000
1800.0,1999999
2185.0,899888
900.0,379000
1824.0,879000
1077.0,1030000
2184.207862,699999
2184.207862,388000
937.0,1750000
2184.207862,995000
2184.207862,599999
2184.207862,300000
900.0,389000
2184.207862,875000
2100.0,3000000
2194.0,850000
4675.0,3595000
2184.207862,925000
2184.207862,799000
1800.0,1399000
1920.0,1880000
2184.207862,375000
625.0,269000
2184.207862,925000
2184.207862,799000
2184.207862,4500000
1120.0,589000
700.0,239000
2184.207862,385000
773.0,1000000
3400.0,2800000
2184.207862,130000
1865.0,789888
760.0,798000
2184.207862,495000
649.0,555000
2184.207862,1274000
2184.207862,349000
2184.207862,2500000
2184.207862,1250000
5374.0,2495000
830.0,749900
3149.0,1399900
950.0,948888
1230.0,775000
1280.0,475000
1449.0,2595000
2726.0,1199000
654.0,750000
1040.0,713000
2184.207862,300000
2184.207862,2695000
2184.207862,450000
2184.207862,699000
9555.0,10950000
2184.207862,225000
2539.0,5925000
2184.207862,225000
2539.0,5925000
2184.207862,255000
4140.0,2500000
3223.0,2095000
5200.0,10250000
2184.207862,750000
5560.0,2999000
650.0,199000
1800.0,1250000
1300.0,2425000
660.0,205000
3860.0,2500000
6000.0,3499000
1000.0,649000
2184.207862,729000
2184.207862,998500
1152.0,765000
705.0,599000
5276.0,11500000
2184.207862,595000
2184.207862,675000
3500.0,949000
950.0,729000
520.0,895000
3000.0,2449000
2184.207862,399999
1000.0,397000
1800.0,950000
2578.0,3995000
780.0,599000
2729.0,1999999
2184.207862,3370000
4187.0,6995000
2184.207862,1598000
1030.0,699000
650.0,265000
2488.0,1699000
2184.207862,1098000
834.0,960000
780.0,1086300
2820.0,859000
2184.207862,945000
2184.207862,549000
2184.207862,969999
2184.207862,1649000
1412.0,2800000
2184.207862,449000
2184.207862,294500
3120.0,990000
847.0,314000
2184.207862,449000
2184.207862,1598000
2184.207862,208000
900.0,169900
2184.207862,235000
2184.207862,278000
2236.0,998000
2184.207862,6400000
920.0,385000
750.0,250000
2184.207862,1849000
2184.207862,449500
2184.207862,1250000
2322.0,1099000
1400.0,1900000
1250.0,2500000
1696.0,1288000
2184.207862,1150000
2184.207862,825000
2184.207862,4195000
1444.0,675000
922.0,875000
2184.207862,297000
575.0,485000
800.0,230000
2184.207862,629000
1040.0,625000
2184.207862,1200000
2184.207862,7550000
1358.0,499000
1200.0,485000
2184.207862,399000
23027.0,14000000
2184.207862,299000
2184.207862,2200000
708.0,465000
750.0,278000
2184.207862,709000
2184.207862,685000
1800.0,4500000
1540.0,779000
1224.0,640000
1200.0,449000
2184.207862,1100000
2184.207862,550000
1900.0,1899000
1204.0,599900
4000.0,22500000
1473.0,739000
2184.207862,7995000
2184.207862,1425000
2184.207862,749000
950.0,548000
560.0,950000
2184.207862,399000
2184.207862,1460000
2184.207862,269000
1072.0,1695000
2184.207862,155000
764.0,449000
930.0,825000
1890.0,938000
1500.0,690000
2088.0,1499000
2184.207862,795000
800.0,300000
2184.207862,1100000
1780.0,5000000
6425.0,2500000
603.0,425000
2184.207862,280000
1660.0,1149000
2184.207862,410000
660.0,268000
2184.207862,6000000
2184.207862,4650000
8400.0,24500000
970.0,660000
1048.0,465000
1072.0,1175000
2184.207862,698999
2184.207862,5250000
1260.0,1078000
652.0,349000
2184.207862,269995
1739.0,1590000
2184.207862,4650000
603.0,425000
900.0,375000
2184.207862,6999000
2184.207862,1398000
1868.0,750000
2184.207862,629000
1280.0,1150000
7500.0,12500000
1420.0,699900
2184.207862,1098888
1079.0,519000
3280.0,1200000
2184.207862,279000
2184.207862,1325000
1684.0,635000
1450.0,499000
1040.0,1100000
600.0,199000
1012.0,550000
2184.207862,518000
10940.0,26000000
1057.0,1250000
4275.0,8750000
1107.0,1465000
2184.207862,278000
2184.207862,469000
2184.207862,225000
3664.0,1100000
2184.207862,1960000
1560.0,799000
2184.207862,949000
1716.0,799000
1280.0,699000
1248.0,900000
3664.0,1100000
2538.0,1235000
2184.207862,3295000
2184.207862,595000
485.0,269000
1354.0,548000
2184.207862,6995000
900.0,1150000
2184.207862,595000
1500.0,799000
1326.0,2110000
4480.0,4200000
2184.207862,450000
779.0,385000
2184.207862,649999
708.0,539000
1292.0,550000
1650.0,1525000
2720.0,2100000
1944.0,625000
1379.0,728888
2184.207862,739000
2184.207862,1290000
1750.0,675000
1364.0,950000
1221.0,550000
1100.0,1099999
3116.0,906300
3000.0,5900000
1689.0,2700000
2184.207862,659000
1340.0,898000
2184.207862,189990
2184.207862,2150000
2184.207862,550000
1968.0,2100000
2550.0,1088888
1236.0,499000
2184.207862,1795000
1163.0,2300000
1368.0,749000
729.0,594900
1700.0,1399000
800.0,639000
3600.0,1995000
2376.0,1250000
363.0,275000
2184.207862,3495000
2184.207862,325000
2184.207862,500000
500.0,349000
3612.0,3195000
12000.0,24950000
2184.207862,709999
1335.0,774900
3061.0,988000
2184.207862,275000
2184.207862,219000
2184.207862,439000
2184.207862,425000
2184.207862,599999
2520.0,1139000
1296.0,680000
2184.207862,2300000
1008.0,560000
3000.0,1600000
558.0,699900
1493.0,1650000
2184.207862,679000
2158.0,1249000
2184.207862,438000
2184.207862,449000
2184.207862,699000
2184.207862,1400000
2184.207862,709999
558.0,699900
12000.0,24950000
2520.0,1139000
2184.207862,438000
1000.0,600000
2184.207862,686000
1450.0,2255000
4400.0,2500000
3234.0,1848888
850.0,259900
750.0,399000
4200.0,1479000
1886.0,559900
1196.0,599000
2740.0,2480000
6500.0,5995000
2060.0,4750000
1300.0,778000
3354.0,1125000
721.0,550000
2078.0,1775000
1146.0,888000
2184.207862,375000
2184.207862,15000000
2256.0,849000
500.0,185000
2700.0,1250000
800.0,349000
2184.207862,259000
850.0,575000
2184.207862,500000
2184.207862,399999
4544.0,10800000
750.0,239000
32000.0,6950000
2392.0,979000
932.0,599999
1290.0,699000
2184.207862,1400000
1188.0,649000
2184.207862,5475000
2184.207862,224000
579.0,590000
2184.207862,1050000
3280.0,2288000
1240.0,1175000
706.0,838000
2184.207862,995000
752.0,1345000
910.0,339000
2184.207862,999000
2268.0,2499000
750.0,289000
3210.0,1350000
1122.0,850000
2800.0,1450000
2184.207862,549995
1175.0,995000
1120.0,880000
2184.207862,775000
1067.0,330000
1900.0,789000
800.0,288000
2391.0,2399000
1320.0,589000
2184.207862,250000
1590.0,1495000
2184.207862,225000
850.0,380000
3969.0,1800000
1728.0,939000
2184.207862,150000
2184.207862,889000
1120.0,665000
1151.0,899000
5771.0,10750000
5400.0,3200000
1148.0,399985
2184.207862,437500
875.0,1385000
1170.0,769000
2184.207862,399000
875.0,1385000
1170.0,769000
2184.207862,318000
2184.207862,1580000
2184.207862,1300000
458.0,625000
2184.207862,290000
1000.0,419000
750.0,448000
823.0,540000
1782.0,549990
671.0,299000
1182.0,840000
4264.0,15250000
1200.0,420000
2024.0,1550000
2184.207862,668888
2184.207862,225000
1164.0,975000
2184.207862,1900000
1200.0,450500
2184.207862,399000
900.0,249000
2184.207862,175000
2184.207862,720000
3552.0,6995000
2184.207862,2150000
2146.0,1388800
1600.0,1400000
2184.207862,2250000
3120.0,1170000
2184.207862,350000
1242.0,748800
780.0,469000
2184.207862,1355000
2184.207862,1099000
2184.207862,250000
2325.0,860000
2184.207862,2250000
2184.207862,288800
613.0,285000
2184.207862,399000
1100.0,489000
1155.0,1098000
2184.207862,1200000
2184.207862,1750000
3023.0,999999
2184.207862,1890000
500.0,180000
2128.0,1600000
2918.0,9995000
3800.0,5400000
1525.0,3395000
2800.0,1050000
1000.0,799000
721.0,698000
2184.207862,1699000
747.0,558000
1035.0,1900000
1315.0,2150000
992.0,769000
3491.0,1249999
2184.207862,419000
850.0,329000
650.0,275000
900.0,438000
680.0,568000
2300.0,2150000
2184.207862,750000
2184.207862,999999
2184.207862,1995000
1688.0,875000
1305.0,989000
1266.0,499000
2184.207862,660400
1197.0,1199999
1504.0,580880
2184.207862,1399000
2184.207862,630000
1510.0,479999
950.0,460000
2184.207862,1649000
3900.0,5999000
692.0,845000
2184.207862,160000
1854.0,729000
2184.207862,995000
1024.0,565000
1050.0,875000
3600.0,1280000
800.0,248000
2184.207862,1295000
3750.0,4995000
2184.207862,330000
4000.0,6500000
2184.207862,789000
2184.207862,3250000
1820.0,3200000
15500.0,5980000
